most_info_gvm_print,most_info_gv_emails,most_info_gvm_website,most_info_gv_publications,most_info_media,most_info_wordofmouth_alumni,most_info_socialmedia,most_info_lanthorn,most_info_other,info_text,where_read,num_issues,website_enjoy_likert,website_navigate_likert,website_design_likert,website_connected_likert,website_proud_likert,print_enjoy_likert,print_design_likert,print_connected_likert,print_proud_likert,gvsu_engagement,num_articles,drive_to_website,website_only,website_engagment,website_engagment_text,action_saved_article,action_discussed_article,action_recommended_gv,action_attended_event,action_donated,action_visited_website,action_contacted_classmate,action_shared_article_social_media,action_shared_article_email,action_none,opting,comments,age,relation_alumni,relation_undergrad,relation_grad,relation_family_undergrad,relation_faculty,relation_family_faculty,relation_donor,relation_other,relation_text,avid_reader,key_pop,num_actions
1,1,NA,NA,1,NA,NA,NA,NA,NA,Print issues,2,3,3,4,3,4,4,4,4,4,Neutral,2,Link within printed Issue,No,I don't know/I'm not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,No,50-65,NA,NA,NA,NA,1,NA,NA,NA,NA,0-4 articles,Other,1
1,1,1,NA,NA,NA,NA,NA,NA,NA,Print issues,3,5,4,5,5,5,5,5,5,5,Agree,10,Link within printed Issue,No,It is currently engaging,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,"Great magazine, quality paper",66+,1,NA,1,NA,NA,NA,1,1,Daughter is a graduate,5-10+ Articles,Alumni over 35,3
1,NA,NA,NA,NA,NA,1,NA,NA,NA,Print issues,2,4,5,5,5,5,4,5,5,5,Neutral,4,Social Media,No,It is currently engaging,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,1,No,50-65,1,NA,NA,NA,NA,NA,1,NA,NA,0-4 articles,Alumni over 35,3
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,3,3,3,4,4,4,4,5,4,4,Neutral,1,Email,No,I don't know/I'm not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,66+,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,1
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,2,1,3,3,2,3,5,4,4,5,Neutral,7,NA,I don't know/I'm not sure,I don't know/I'm not sure,NA,1,1,1,1,NA,NA,1,NA,NA,NA,1,NA,36-49,1,NA,NA,1,NA,NA,NA,NA,NA,5-10+ Articles,Alumni over 35,5
1,NA,NA,NA,NA,NA,1,NA,1,Student,Print issues,3,3,3,3,3,3,5,5,5,5,Neutral,0,Link within printed Issue,I don't know/I'm not sure,I don't use the website,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,1,NA,36-49,1,NA,NA,1,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,4
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,3,4,3,4,2,2,5,5,5,4,Neutral,1,Link within printed Issue,I don't know/I'm not sure,I don't use the website,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,66+,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,3
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,2,2,3,3,3,3,5,5,5,5,Agree,0,Link within printed Issue,I don't know/I'm not sure,I don't use the website,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,No,66+,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,1
1,1,NA,1,NA,1,1,1,NA,NA,Both,2,4,5,3,3,5,4,5,5,5,Agree,3,Email,I don't know/I'm not sure,Larger variety of content,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,1,Having the GV mag arrive at my house is a tangible reminder of my connection to Grand Valley.,36-49,NA,NA,NA,NA,1,1,1,NA,NA,0-4 articles,Other,3
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,2,3,3,3,3,3,5,5,5,5,Disagree,5,Email,Yes,I don't know/I'm not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,36-49,NA,NA,NA,1,NA,NA,NA,NA,NA,5-10+ Articles,Other,1
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,3,3,3,3,3,3,5,5,5,5,Agree,0,Link within printed Issue,No,I don't use the website,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,No,66+,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,2
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,3,1,3,1,1,1,5,5,5,5,Neutral,1,Link within printed Issue,I don't know/I'm not sure,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,66+,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,1
1,1,1,NA,NA,NA,1,NA,NA,NA,Both,3,4,4,3,3,3,4,4,4,4,Agree,8,Email,Yes,Larger variety of content,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,50-65,1,1,NA,NA,NA,NA,1,NA,NA,5-10+ Articles,Alumni over 35,3
1,1,NA,NA,1,1,1,1,NA,NA,Print issues,3,3,3,3,3,3,5,5,5,5,Agree,0,Link within printed Issue,I don't know/I'm not sure,I don't use the website,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,I love the physical magazine. Please don't get rid of it.,50-65,NA,NA,NA,NA,1,NA,NA,NA,NA,0-4 articles,Other,4
NA,1,NA,1,NA,NA,NA,1,NA,NA,GVM Website,3,5,5,5,5,4,5,5,3,3,Neutral,6,Email,Yes,It is currently engaging,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,1,Bring back the “Clear Hooter” Class of 1976,66+,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+ Articles,Alumni over 35,3
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,3,3,3,2,3,2,1,2,1,1,Agree,4,Word of Mouth,No,I don't know/I'm not sure,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,66+,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,1
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,3,4,5,2,4,4,5,4,5,5,Agree,4,Email,No,I don't know/I'm not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,50-65,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 articles,Other,1
1,NA,1,NA,NA,1,NA,NA,NA,NA,Print issues,2,3,3,4,4,3,5,4,4,5,Neutral,1,Word of Mouth,No,I don't know/I'm not sure,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,66+,1,NA,NA,NA,NA,NA,1,NA,NA,0-4 articles,Alumni over 35,2
1,1,NA,NA,NA,NA,1,NA,NA,NA,Print issues,2,3,3,3,3,3,5,5,5,5,Agree,0,Social Media,No,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,1
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,3,2,3,3,3,3,5,5,5,5,Neutral,0,Link within printed Issue,No,I don't use the website,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,4
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,3,3,3,3,4,4,1,1,1,1,Agree,1,Email,No,I don't know/I'm not sure,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,66+,1,NA,1,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,2
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,3,3,3,3,3,3,5,5,5,5,Agree,0,Email,No,I don't use the website,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,3
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Print issues,2,3,1,3,3,3,5,5,4,4,Agree,2,Email,No,I don't know/I'm not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,66+,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,1
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,2,3,3,4,4,5,5,5,5,5,Agree,2,Email,No,Larger variety of content,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,50-65,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 articles,Other,2
NA,1,NA,NA,NA,NA,1,NA,NA,NA,Print issues,2,2,3,4,3,1,5,4,4,4,Agree,0,Email,I don't know/I'm not sure,I don't use the website,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,N/a,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,3
1,1,1,NA,NA,NA,NA,NA,NA,NA,GVM Website,1,4,4,4,3,3,4,4,2,5,Agree,2,Email,No,It is currently engaging,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,1,None,36-49,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 articles,Other,3
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,3,3,3,3,3,3,5,5,4,3,Neutral,4,Link within printed Issue,I don't know/I'm not sure,Other,Enjoy a physical magazine,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,Spend to much time on web now,66+,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 articles,Other,1
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,3,1,3,3,3,3,5,5,5,5,Neutral,0,Email,No,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,66+,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,1
1,NA,NA,NA,1,NA,NA,NA,NA,NA,Print issues,3,3,3,3,3,3,4,4,3,3,Disagree,0,Link within printed Issue,I don't know/I'm not sure,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,50-65,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,1
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,2,1,3,3,3,3,5,5,4,5,Neutral,0,NA,I don't know/I'm not sure,I don't know/I'm not sure,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,I had been wondering if I was getting print again. I hadn’t received one for months and the last thing I want to do when I get home from work is read on my social media device. I need a break from that. While it is great if you need to research something while working or out and about. We all need a break from devices throughout the day. And having a print option is preferred by me.,50-65,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,3
1,NA,NA,NA,NA,NA,1,NA,NA,NA,Print issues,3,4,3,4,4,4,4,4,4,4,Neutral,0,Social Media,No,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,1
1,NA,NA,NA,NA,NA,1,NA,NA,NA,Print issues,3,4,5,5,5,5,5,5,5,5,Agree,1,Social Media,I don't know/I'm not sure,I don't use the website,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,1,NA,50-65,1,NA,NA,NA,NA,NA,NA,1,"parent of alumni, spouse of alumni",0-4 articles,Alumni over 35,3
NA,1,NA,NA,NA,1,1,NA,NA,NA,Both,2,4,4,5,3,4,5,5,3,4,Neutral,1,Email,I don't know/I'm not sure,More specific recommendations,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,17-24,NA,1,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,3
1,1,1,1,1,1,1,NA,NA,NA,Print issues,1,3,3,4,4,4,4,3,4,4,Agree,3,Link within printed Issue,No,I don't use the website,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,50-65,NA,NA,NA,NA,NA,NA,NA,1,Former Adjunct Professor,0-4 articles,Other,2
NA,1,1,1,NA,1,NA,NA,NA,NA,Both,3,3,3,4,3,4,5,5,4,3,Neutral,0,Email,No,I don't know/I'm not sure,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,50-65,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,2
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,3,1,3,3,3,3,5,5,5,5,Neutral,0,Email,I don't know/I'm not sure,I don't use the website,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,No,50-65,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,3
1,1,NA,NA,NA,NA,1,NA,NA,NA,Print issues,3,2,3,3,3,3,4,3,4,4,Neutral,8,Link within printed Issue,I don't know/I'm not sure,More specific recommendations,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,1,"Why does my husband’s name have to be on the mailing? So backwards! It’s not 1950. When he receives alumni info from his Uni, my name is t included.",66+,NA,NA,NA,NA,NA,NA,NA,NA,NA,5-10+ Articles,Other,4
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Print issues,2,3,3,3,3,3,4,4,4,5,Neutral,0,NA,I don't know/I'm not sure,I don't use the website,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,50-65,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 articles,Other,2
1,1,1,NA,NA,NA,1,NA,NA,NA,Both,1,5,5,5,5,5,5,5,5,5,Agree,6,Email,Yes,Easier navigation,NA,1,1,NA,1,1,1,1,NA,NA,NA,1,NA,25-35,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+ Articles,Other,6
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,3,2,2,4,4,4,5,4,4,4,Agree,5,Email,No,More specific recommendations,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,1,NA,66+,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+ Articles,Alumni over 35,4
1,1,NA,NA,NA,NA,1,NA,NA,NA,Print issues,3,3,3,3,3,3,5,5,5,5,Neutral,0,Social Media,I don't know/I'm not sure,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,25-35,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,1
NA,1,NA,NA,NA,1,1,NA,NA,NA,Both,2,4,5,5,4,4,4,5,4,5,Neutral,3,Email,I don't know/I'm not sure,It is currently engaging,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,1
1,1,NA,NA,1,NA,NA,NA,NA,NA,Print issues,3,3,3,3,3,3,4,5,5,4,Neutral,0,Email,I don't know/I'm not sure,I don't use the website,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,50-65,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,1
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,3,1,3,3,2,3,5,5,5,5,Agree,0,Email,I don't know/I'm not sure,I don't know/I'm not sure,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,3
1,1,NA,NA,NA,NA,1,NA,NA,NA,Both,2,3,3,4,4,4,5,5,5,5,Neutral,0,Email,No,I don't know/I'm not sure,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,50-65,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 articles,Other,2
1,NA,NA,NA,NA,NA,1,NA,NA,NA,Print issues,3,4,3,3,3,3,5,4,4,5,Neutral,2,Link within printed Issue,I don't know/I'm not sure,I don't know/I'm not sure,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,50-65,1,NA,NA,1,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,2
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Print issues,2,4,4,3,3,5,5,5,5,5,Neutral,15,Social Media,I don't know/I'm not sure,More specific recommendations,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,36-49,NA,NA,NA,1,NA,NA,NA,NA,NA,5-10+ Articles,Other,1
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,2,3,3,3,3,2,5,5,5,5,Agree,10,Link within printed Issue,No,I don't use the website,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,66+,1,1,1,1,NA,NA,NA,NA,NA,5-10+ Articles,Alumni over 35,2
NA,1,NA,NA,NA,1,1,NA,NA,NA,I don't read the GVM,0,3,3,3,2,3,3,3,3,3,Neutral,0,Email,I don't know/I'm not sure,Other,I’m not sure what this magaizine is.  Never knew it existed,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,Didn’t know there was a magazine.  Have never received one.,50-65,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 articles,Other,1
1,1,1,NA,NA,1,NA,NA,NA,NA,Both,2,5,5,5,5,5,5,5,5,5,Agree,6,Link within printed Issue,Yes,Larger variety of content,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,1,NA,66+,NA,NA,NA,NA,NA,NA,1,NA,NA,5-10+ Articles,Other,4
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I don't read the GVM,2,1,3,3,1,2,4,3,4,3,Disagree,0,Email,I don't know/I'm not sure,Other,You have a website?,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,I have zero interest in an online magazine.  I prefer print and actively reject digital magazines. Nothing will drive me to the website but I answered email just so the survey would have an answer and let the submission go through. All the options for the answer to that question are irrelvant. I have visited the website exactly zero times ever.,50-65,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,1
1,NA,NA,NA,NA,1,NA,NA,NA,NA,Print issues,3,3,3,3,3,3,5,5,5,5,Neutral,0,Link within printed Issue,No,I don't use the website,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,1
1,1,NA,NA,NA,1,1,NA,NA,NA,Both,3,3,3,4,5,5,5,4,4,5,Agree,4,Social Media,No,It is currently engaging,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,1,NA,50-65,1,NA,NA,1,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,4
NA,1,NA,NA,NA,NA,1,NA,NA,NA,Both,2,4,4,4,3,5,5,5,5,5,Agree,5,Social Media,I don't know/I'm not sure,It is currently engaging,NA,1,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+ Articles,Alumni over 35,4
1,1,NA,NA,NA,NA,1,NA,NA,NA,Print issues,2,3,3,3,3,3,4,4,5,4,Agree,0,Word of Mouth,No,I don't use the website,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,25-35,1,NA,NA,NA,NA,NA,1,NA,NA,0-4 articles,Other,3
1,1,NA,NA,NA,NA,1,NA,NA,NA,Print issues,2,3,3,3,3,3,5,5,5,5,Agree,0,Email,Yes,I don't use the website,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,No,36-49,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 articles,Other,3
1,1,NA,NA,NA,NA,1,NA,NA,NA,Print issues,2,3,3,3,3,3,5,5,5,5,Agree,0,Link within printed Issue,I don't know/I'm not sure,I don't use the website,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,No,36-49,1,NA,NA,NA,NA,NA,1,NA,NA,0-4 articles,Alumni over 35,3
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,2,4,3,3,3,3,5,3,4,3,Neutral,0,Link within printed Issue,I don't know/I'm not sure,I don't know/I'm not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,50-65,1,NA,NA,1,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,1
1,NA,NA,NA,NA,1,NA,NA,NA,NA,Both,2,3,3,3,3,3,5,5,4,3,Neutral,1,Link within printed Issue,I don't know/I'm not sure,I don't use the website,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,66+,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 articles,Other,1
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,3,1,3,1,1,1,1,1,1,1,Agree,1,Link within printed Issue,Yes,Other,History and updates on alumni. Balance it with recent grads and older grads that have more money to donate and more time to invest,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,Great job. GVSU has come along way since 1985 and I am proud to be a part of its current promoters and alumni,50-65,1,NA,NA,NA,NA,NA,NA,1,Attend GVSU as a Rec Center Member for the last 20 years.,0-4 articles,Alumni over 35,3
1,1,NA,NA,1,NA,NA,NA,NA,NA,Print issues,3,3,3,3,3,3,5,4,5,5,Neutral,8,Link within printed Issue,No,I don't use the website,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,I had to answer the questions re the website which I don’t subscribe to,66+,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+ Articles,Alumni over 35,1
1,1,NA,NA,NA,1,1,1,NA,NA,Both,2,5,3,3,2,4,4,4,4,5,Neutral,8,Email,Yes,It is currently engaging,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,1,No,66+,1,NA,NA,NA,NA,NA,1,NA,NA,5-10+ Articles,Alumni over 35,4
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,3,4,4,4,4,4,4,4,4,4,Neutral,15,Email,Yes,It is currently engaging,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,50-65,NA,NA,NA,1,NA,NA,NA,NA,NA,5-10+ Articles,Other,3
1,NA,NA,NA,1,NA,NA,NA,NA,NA,Print issues,3,3,3,3,3,3,5,4,3,5,Agree,10,Social Media,Yes,I don't use the website,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,50-65,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+ Articles,Alumni over 35,2
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Both,3,5,4,4,5,5,5,5,5,5,Agree,5,Email,No,I don't know/I'm not sure,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,25-35,1,NA,1,NA,NA,NA,1,NA,NA,5-10+ Articles,Other,2
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Both,3,3,3,3,3,3,4,5,5,5,Neutral,0,Email,No,Larger variety of content,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,66+,1,NA,NA,1,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,2
1,1,1,NA,NA,1,1,NA,NA,NA,Print issues,3,3,3,3,3,3,5,5,5,5,Agree,0,Link within printed Issue,I don't know/I'm not sure,I don't use the website,NA,1,1,1,NA,1,NA,NA,1,1,NA,1,NA,66+,NA,NA,NA,NA,1,NA,NA,NA,NA,0-4 articles,Other,6
1,1,NA,NA,1,NA,1,NA,NA,NA,Print issues,2,4,3,4,5,3,5,4,4,4,Neutral,0,Word of Mouth,No,I don't use the website,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,1
1,1,1,1,NA,NA,NA,NA,NA,NA,Both,3,5,4,4,5,5,5,4,5,5,Neutral,15,Link within printed Issue,Yes,Larger variety of content,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,66+,NA,NA,NA,NA,1,NA,1,NA,NA,5-10+ Articles,Other,2
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,3,3,3,3,3,3,5,4,5,5,Neutral,0,NA,I don't know/I'm not sure,I don't use the website,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,1
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,2,1,3,1,1,1,5,5,5,5,Agree,1,Link within printed Issue,I don't know/I'm not sure,I don't use the website,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,66+,1,NA,1,1,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,2
1,NA,NA,NA,NA,NA,1,NA,NA,NA,Print issues,2,3,3,3,3,3,4,5,5,5,Neutral,1,Link within printed Issue,No,I don't use the website,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,1
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Both,2,3,3,3,3,3,3,3,3,3,Agree,3,Social Media,No,It is currently engaging,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,50-65,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,1
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,2,2,1,1,1,1,5,5,4,5,Agree,1,NA,I don't know/I'm not sure,I don't use the website,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,Not Internet savvy.,66+,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,4
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,3,4,4,3,4,4,5,5,5,5,Agree,3,Link within printed Issue,No,Other,More sports info,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,no,66+,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,2
1,1,1,NA,NA,NA,NA,NA,NA,NA,Both,2,5,5,5,4,5,5,5,4,5,Neutral,8,Link within printed Issue,Yes,It is currently engaging,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,50-65,1,NA,NA,NA,NA,NA,1,NA,NA,5-10+ Articles,Alumni over 35,3
NA,1,1,NA,NA,NA,NA,NA,NA,NA,GVM Website,1,5,5,5,5,5,5,5,5,5,Agree,5,Email,Yes,Easier navigation,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,50-65,NA,NA,NA,1,NA,NA,NA,NA,NA,5-10+ Articles,Other,1
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I don't read the GVM,1,3,3,3,4,3,4,3,4,3,Agree,1,Email,No,I don't know/I'm not sure,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,17-24,NA,1,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,2
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,I don't read the GVM,0,3,3,3,3,3,3,3,3,3,Neutral,0,Social Media,Yes,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,I honestly didn't know this publication existed and I've not received a printed versions.,36-49,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 articles,Other,1
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I don't read the GVM,1,3,3,4,3,4,3,4,4,3,Neutral,2,Email,No,Easier navigation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,50-65,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 articles,Other,1
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Print issues,3,3,3,3,3,5,5,5,5,5,Neutral,2,Social Media,I don't know/I'm not sure,I don't know/I'm not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,1
